id,image_id,device_name,brand,release_date,form_factor,os_raw,gbc,nes,genesis,gba,snes,psx,nds,n64,dreamcast,psp,saturn,ngc,wii,n3ds,ps2,wiiu,switch,ps3,chipset,cpu_model,cpu_cores,cpu_threads,cpu_clock,cpu_arch,gpu_model,gpu_cores,gpu_clock,ram_gb,screen_size_inches,screen_type,resolution,ppi,aspect_ratio,screen_lens,battery_capacity,cooling_raw,has_cooling,dpad_raw,analogs_raw,has_l3_r3,has_hall_analogs,has_dual_analogs,has_analogs,face_buttons,shoulder_buttons_raw,has_analog_triggers,has_l2_r2,has_shoulder_buttons,extra_buttons_raw,charge_port_raw,storage_raw,has_dual_external_sd,connectivity_raw,has_lte,has_usb_otg,has_thunderbolt,has_bt,has_wifi,video_output_raw,has_video_output,audio_output_raw,has_audio_output,speaker_raw,has_rumble,sensors_raw,volume_desc,dimensions_mm,weight_g,shell_material,color_options,reviews,price_low,price_high,emulation_desc
ZE3xnRNT,image_f4b7326573911,AYANEO Slide,AYANEO,2023-12-01,Horizontal,Windows 11 / SteamOS,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,AMD Ryzen 7 7840U,AMD Zen 4,8 Cores,16 Threads,3.3 GHz - 5.1 GHz,x86-64,AMD Radeon 780M,,2.7 GHz,16 GB / 32 GB / 64 GB LPDDR5X (7500 MT/s),6,IPS Touchscreen,1920 x 1080,367.15,16:9,Tempered Glass (OCA Laminated),46.2 Wh,Heatsink Fan Ventilation cutouts,TRUE,Cross Lower placement,Dual thumbsticks (L3/R3 / Hall) Left: Upper placement Right: Lower placement,TRUE,TRUE,TRUE,TRUE,4 Buttons,"L1, R1, L2, R2, LC, RC Vertical Analog Triggers",TRUE,TRUE,TRUE,"LC/RC shoulder buttons, Full QWERTY keyboard, Power, Volume +-",USB-C x2 Top & Bottom facing,"Internal 512 GB / 2 TB / 4 TB M.2 2280 SSD, External MicroSD",FALSE,"WiFi 6E, Bluetooth 5.2",FALSE,FALSE,FALSE,TRUE,TRUE,USB-C video out Top & Bottom facing,TRUE,3.5mm Headphone Bottom facing,TRUE,Dual Stereo Bottom facing,TRUE,"Gyroscope, Hall effect joysticks and triggers",Dedicated Buttons,226 mm x 90 mm x 28.5 - 37.5 mm,650,Plastic,"Black, White",https://www.youtube.com/watch?v=2cTijbP_5l4 https://www.youtube.com/watch?v=G2Dkcsyw9iI https://www.youtube.com/watch?v=L_laKy41c0I https://www.youtube.com/watch?v=5rqrOBZdFVU https://www.youtube.com/watch?v=ZNvYbsrn3c0 https://www.youtube.com/watch?v=b7bORW_R4gY https://www.youtube.com/watch?v=H9mXLf7fcto https://www.youtube.com/watch?v=RXgkI_DkWJM,699,1599,"Gamecube, Wii, 3DS, PS2 almost all full speed. Wii U & Switch mostly playable"
QB5fNz1y,image_ae420f0f279a8,GAMEMT E6,GAMEMT,2023-12-01,Horizontal,Android 8.1,5,5,5,5,5,5,4,3,3,3,2,1,1,1,1,1,1,1,RockChip RK3326,Cortex-A35,4 Cores,4 Threads,1.3 GHz - 1.5 GHz,ARM,Mali-G31 MP2,2 Cores,650 MHz,1 GB DDR3,5,IPS,854 x 480,195.93,16:9,Tempered Glass,5000 mAh,Ventilation cutouts,TRUE,Disc Lower placement,Dual thumbsticks Upper placement,FALSE,FALSE,TRUE,TRUE,4 Buttons,"L1, R1, L2, R2 Vertical",FALSE,TRUE,TRUE,"Menu, Power, Volume -+",USB-C Top facing,External MicroSD,FALSE,Dual USB-C OTG,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,,FALSE,Single Mono? Rear facing,FALSE,❌,Dedicated Buttons,,,Plastic,"Black, White, Light Green, Purple",https://www.youtube.com/watch?v=SgBugIfJxss https://www.youtube.com/watch?v=_sFLOvfYlp0 https://www.youtube.com/watch?v=k0xmdpWxsNg https://www.youtube.com/watch?app=desktop&v=1sMhQhVUHNs https://www.youtube.com/watch?v=anN2kPO0prY,55,,"SNES FX & 3D PS1 (60 FPS), 2D PSP mostly playable but 3D PSP needs frameskip, N64 & Dreamcast mostly playable for easier to emulate games"
04oNN1pK,image_3838dac59b95f,GPD Win Mini,GamePad Digital,2023-11-01,Clamshell,Windows 11 / SteamOS,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,AMD Ryzen 5 7640U / AMD Ryzen 7 7840U,AMD Zen 4,6 Cores / 8 Cores,12 Threads / 16 Threads,3.5 GHz - 4.9 GHz / 3.3 GHz - 5.1 GHz,x86-64,AMD Radeon 760M / AMD Radeon 780M,,2.6 GHz / 2.7 GHz,16 GB / 32 GB LPDDR5 (6400 MT/s),7,LTPS Touchscreen,1920 x 1080,319.26,16:9,Corning Gorilla Glass (OCA Laminated),44.24 Wh,Heatpipe Fan Ventilation cutouts,TRUE,Cross Upper placement,Dual thumbsticks (L3/R3 / Hall) Upper placement,TRUE,TRUE,TRUE,TRUE,4 Buttons,"L1, R1, L2, R2 Vertical Analog Triggers",TRUE,TRUE,TRUE,"L4/R4 programmable buttons, Menu, Power, Reset, Full QWERTY Keyboard, Mouse/Gamepad switch",USB-C x2 Top facing,"Internal 512 GB / 1 TB / 2 TB M.2 2230 SSD, External MicroSD",FALSE,"WiFi 6E, Bluetooth 5.2, USB4, OcuLink",FALSE,FALSE,FALSE,TRUE,TRUE,"OcuLink, USB-C video out Top facing",TRUE,3.5mm Headphone Top facing,TRUE,Dual Stereo Front facing,TRUE,"Gyroscope, Hall effect joysticks and triggers",Dedicated Buttons,168 mm x 109 mm x 26.8 - 31.7 mm,520,Plastic & Aluminum,Black,https://www.youtube.com/watch?v=fP2SOAMRMiU https://www.youtube.com/watch?v=rZJ6W-gbK7c https://www.youtube.com/watch?v=TcCeVlEarHI https://www.youtube.com/watch?v=JA07EV6kdbE https://www.youtube.com/watch?v=QxDLoGtFkaQ https://www.youtube.com/watch?v=mbySlfbYU8E https://www.youtube.com/watch?v=3mlmuT7oVNQ https://www.youtube.com/watch?v=OlBib2NPk1g https://www.youtube.com/watch?v=2s-OKMFJqlU https://www.youtube.com/watch?v=mclQ8uFJzFE https://www.youtube.com/watch?v=RREVr6aWDSc https://www.youtube.com/watch?v=KZXoHr1xz5s,699,999,"Gamecube, Wii, PS2, Wii U, Switch playable"
PVWtH7fj,image_a778bc6204453,RG-35XX Plus,Anbernic,2023-11-01,Vertical,Linux,5,5,5,5,5,5,4,4,4,3,3,2,1,1,1,1,1,1,Allwinner H700,Cortex-A53,4 Cores,4 Threads,1.5 GHz,ARM,Mali-G31 MP2,2 Cores,650 MHz,1 GB LPDDR4,3.5,IPS,640 x 480,228.57,4:3,Tempered Glass (OCA Laminated),3300 mAh (Swappable),,FALSE,Cross Upper placement,,FALSE,FALSE,FALSE,FALSE,4 Buttons,"L1, R1, L2, R2 Shelf",FALSE,TRUE,TRUE,"Menu, Power, Reset, Volume +-",USB-C Bottom facing,Dual External MicroSD,TRUE,"WiFi 5, Bluetooth 4.2",FALSE,FALSE,FALSE,TRUE,TRUE,Mini HDMI Top facing,TRUE,3.5mm Headphone Bottom facing,TRUE,Single Mono Front facing,TRUE,❌,Dedicated Buttons,81 mm x 117 mm x 22 mm,186,Plastic,"Gray, White, Transparent Black",https://www.youtube.com/watch?v=yEr_Pjsb_iQ https://www.youtube.com/watch?v=VJ9Mh0Vwiqs https://www.youtube.com/watch?v=w4_Z46w9n3g https://www.youtube.com/watch?v=na31poJOqAI https://www.youtube.com/watch?v=__UqJBlBz-U https://www.youtube.com/watch?v=JQV17f0ggrg https://www.youtube.com/watch?v=lWzNQP28Piw https://www.youtube.com/watch?v=-ES-oFvmEvU https://www.youtube.com/watch?v=766-_rX85kA https://www.youtube.com/watch?v=ejz9Mffnj08,64,,"SNES FX & 3D PS1 (60 FPS), N64 and Dreamcast mostly playable, PSP somewhat playable, Saturn barely playable"
mMZb0CgJ,image_3670dd5261e8f,RG ARC-D,Anbernic,2023-11-01,Horizontal,"Android 11, Linux",5,5,5,5,5,5,5,4,4,4,3,2,1,2,2,1,1,1,RockChip RK3566,Cortex-A55,4 Cores,4 Threads,1.8 GHz,ARM,Mali-G52 2EE,2 Cores,850 MHz,2 GB LPDDR4,4,IPS Touchscreen,640 x 480,200,4:3,Tempered Glass (OCA Laminated),3500 mAh,,,Disc Upper placement,,FALSE,FALSE,FALSE,FALSE,6 Buttons,"L1, R1, L2, R2 Vertical",FALSE,TRUE,TRUE,"Power, Function, Reset, Volume +-",USB-C x2 Top facing,"Internal 32 GB MicroSD, Dual External MicroSD",TRUE,"WiFi 5, Bluetooth 4.2",FALSE,FALSE,FALSE,TRUE,TRUE,Mini HDMI Top facing,TRUE,3.5mm Headphone Bottom facing,TRUE,Dual Stereo Front facing,TRUE,❌,Dedicated Buttons,191 mm x 80 mm x 22 mm,240,Plastic,"Gray, Black",https://www.youtube.com/watch?v=JQ-X32MJDiQ https://www.youtube.com/watch?v=pvoTk8Og5ag https://www.youtube.com/watch?v=wxVIVCJ-XC8 https://www.youtube.com/watch?v=qDOsEmo1gd4 https://www.youtube.com/watch?v=FJrfXaa0MT8 https://www.youtube.com/watch?v=ZUuOom-48J4,98,,"N64, PSP & Dreamcast mostly playable but not all full speed"
yDVfVhfc,image_d6968a8f3d466,RG ARC-S,Anbernic,2023-11-01,Horizontal,Linux,5,5,5,5,5,5,5,4,4,4,3,2,1,2,2,1,1,1,RockChip RK3566,Cortex-A55,4 Cores,4 Threads,1.8 GHz,ARM,Mali-G52 2EE,2 Cores,850 MHz,1 GB LPDDR4,4,IPS,640 x 480,200,4:3,Tempered Glass (OCA Laminated),3500 mAh,,,Disc Upper placement,,FALSE,FALSE,FALSE,FALSE,6 Buttons,"L1, R1, L2, R2 Vertical",FALSE,TRUE,TRUE,"Power, Function, Reset, Volume +-",USB-C x2 Top facing,Dual External MicroSD,TRUE,"WiFi 5, Bluetooth 4.2",FALSE,FALSE,FALSE,TRUE,TRUE,Mini HDMI Top facing,TRUE,3.5mm Headphone Bottom facing,TRUE,Dual Stereo Front facing,TRUE,❌,Dedicated Buttons,191 mm x 80 mm x 22 mm,240,Plastic,"Transparent Black, Transparent Blue",https://www.youtube.com/watch?v=JQ-X32MJDiQ https://www.youtube.com/watch?v=pvoTk8Og5ag https://www.youtube.com/watch?v=wxVIVCJ-XC8 https://www.youtube.com/watch?v=qDOsEmo1gd4 https://www.youtube.com/watch?v=FJrfXaa0MT8 https://www.youtube.com/watch?v=ZUuOom-48J4,78,,"N64, PSP & Dreamcast mostly playable but not all full speed"
f4NMfYER,image_5dcac77a59c1c,Steam Deck OLED,Valve,2023-11-01,Horizontal,"SteamOS 3.0 (Arch Linux), Windows 11, etc",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,AMD Sephiroth,AMD Zen 2,4 Cores,8 Threads,2.4 GHz - 3.5 GHz,x86-64,AMD RDNA 2,,1.0 GHz - 1.6 GHz,16 GB LPDDR5,7.4,OLED Touchscreen,1280 x 800,203.98,16:10,Tempered Glass (OCA Laminated),50 Wh,Heatsink Fan Ventilation cutouts,TRUE,Cross Upper placement,Dual thumbsticks with L3/R3 Upper placement Dual trackpads Lower placement,TRUE,FALSE,TRUE,TRUE,4 Buttons,"L1, R1, L2, R2 Vertical Analog Triggers",TRUE,TRUE,TRUE,"4x assignable grip buttons (on back), View, Options, Steam, Quick Access, Volume +-, Power",USB-C Top facing,"Internal 512 GB / 1 TB NVMe SSD, External MicroSD",FALSE,"WiFi 6E, Bluetooth 5.3",FALSE,FALSE,FALSE,TRUE,TRUE,USB-C video out,TRUE,"3.5mm Headphone, USB-C out, Bluetooth audio",TRUE,Dual Stereo Front facing,TRUE,"Dual microphones, ambient light sensor, 6-axis gyroscope",Dedicated Buttons,298 mm x 117 mm x 50 mm,640,Plastic,"Black, White (Limited)",https://www.youtube.com/watch?v=7FKJODmcdiM&pp=ygUPc3RlYW0gZGVjayBvbGVk https://www.youtube.com/watch?v=FspKHot0Ckk https://www.youtube.com/watch?v=JOjy2eH9BHE https://www.youtube.com/watch?v=nTRIVZPqUK4 https://www.youtube.com/watch?v=23ZodrKmXuw https://www.youtube.com/watch?v=0m55X6sMnDA https://www.youtube.com/watch?v=biGp2debpf4 https://www.youtube.com/watch?v=hOLbinbFfL0 https://www.youtube.com/watch?v=A3B0EDXULZ8 https://www.youtube.com/watch?v=WM05A9MHtiI https://www.youtube.com/watch?v=SpsXqNdE3hY https://www.youtube.com/watch?v=_E737POxeQs https://www.youtube.com/watch?v=rnQpFhSgCPA https://www.youtube.com/watch?v=ZtEfIerzrB8 https://www.youtube.com/watch?v=78XuQMWbtoM https://www.youtube.com/watch?v=adtDTFl3mGg https://www.youtube.com/watch?v=vQ0KxIzdyR8 https://www.youtube.com/watch?v=3C6ekDyO18s https://www.youtube.com/watch?v=W4qhIEh0L_w https://www.youtube.com/watch?v=BekKWLXqjnA https://www.youtube.com/watch?v=GYtRGQdhytc,549,649,"PSP, Gamecube & Wii full speed, PS2 playable"
vciSHkOI,image_b3030070be107,XU10,MagicX,2023-11-01,Vertical,Linux,5,5,5,5,5,5,5,4,4,3,3,1,1,1,1,1,1,1,Rockchip RK3326,Cortex-A35,4 Cores,4 Threads,1.3 GHz - 1.5 GHz,ARM,Mali-G31 2EE,2 Cores,650 MHz,1 GB DDR3 LPDDR4 (5332 MT/s),3.5,IPS,640 x 480,228.57,4:3,Tempered Glass (OCA Laminated),3000 mAh,"Heatsink, Ventilation cutouts",TRUE,Separated Cross (PS Vita) Upper placement,Dual thumbsticks with L3/R3 Lower placement,TRUE,FALSE,TRUE,TRUE,4 Buttons,"L1, R1, L2, R2 Horizontal, Shelf",FALSE,TRUE,TRUE,"G (Function), Power, Reset, Volume +-",USB-C x2 Top facing,Dual External MicroSD,TRUE,USB-C OTG,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,3.5mm Headphone Side facing,TRUE,Single Mono Front facing,FALSE,❌,Dedicated Buttons,,,Plastic,"Purple, Grey, White",https://www.youtube.com/watch?v=8IdBei6S5C4 https://www.youtube.com/watch?v=-2WuMb9zFtM https://www.youtube.com/watch?v=JpFBWeKRW_M https://www.youtube.com/watch?v=btqGgURDLoU https://www.youtube.com/watch?v=_icNOHFu7Bc https://www.youtube.com/watch?v=HldD2Ze1AKo&pp=ygUEWFUxMA%3D%3D,70,,"SNES FX & 3D PS1 (60 FPS), 2D PSP mostly playable but 3D PSP needs frameskip, N64 & Dreamcast mostly playable"
YoPmIhWH,image_f9d4682e3bb0d,TRIMUI Smart Pro,TRIMUI,2023-11-01,Horizontal,Linux (Tina),5,5,5,5,5,5,5,4,4,4,3,2,1,1,1,1,1,1,Allwinner A133 Plus,Cortex-A53,4 Cores,4 Threads,1.8 GHz - 2.0 GHz,ARM,PowerVR GE8300,1 Core,660 MHz,1 GB LPDDR4,4.96,IPS,1280 x 720,296.09,16:9,Tempered Glass (OCA Laminated),5000 mAh,,FALSE,Cross Upper placement,Dual thumbsticks (No L3/R3) Lower placement,TRUE,FALSE,TRUE,TRUE,4 Buttons,"L1, R1, L2, R2 Vertical",FALSE,TRUE,TRUE,"Sleep, Volume +-, Menu, Function Switch",USB-C x2 Top & Bottom facing,"Internal 8 GB eMMC, External MicroSD",FALSE,"WiFi 5, Bluetooth",FALSE,FALSE,FALSE,TRUE,TRUE,,FALSE,3.5mm Headphone Bottom facing,TRUE,Dual Stereo Rear facing,TRUE,Microphone,Dedicated Buttons,188 mm x 80 mm x 17 mm,231,Plastic,"White, Gray, Black",https://www.youtube.com/watch?v=WtJjzU5HKaw https://www.youtube.com/watch?v=qyJ-_FXacj4 https://www.youtube.com/watch?v=CsLTbmMguQs https://www.youtube.com/watch?v=z5iURpm8flo https://www.youtube.com/watch?v=V4LZ8eg-q_U https://www.youtube.com/watch?v=YcqRNjx6_yo https://www.youtube.com/watch?v=_Yh4KJcR15M https://www.youtube.com/watch?v=gUEED4ht3lQ https://www.youtube.com/watch?v=GPyLFyZOeaY,80,,"N64, PSP & Dreamcast playable but not all at full speed"
LNzV8BHA,image_0f6c528b763f,R36S,Game Console,2023-10-01,Vertical,Linux (ArkOS),5,5,5,5,5,5,4,3,3,3,2,1,1,1,1,1,1,1,RockChip RK3326,Cortex-A35,4 Cores,4 Threads,1.3 GHz - 1.5 GHz,ARM,Mali-G31 MP2,2 Cores,650 MHz,1 GB DDR3L,3.5,IPS,640 x 480,228.57,4:3,Tempered Glass (OCA Laminated),3500 mAh (Swappable),,FALSE,Cross Upper placement,Dual thumbsticks (No L3/R3) Lower placement,TRUE,FALSE,TRUE,TRUE,4 Buttons,"L1, R1, L2, R2 Horizontal, Shelf",FALSE,TRUE,TRUE,"Function, Power, Reset, Volume +-",USB-C x2 Bottom facing,Dual External MicroSD,TRUE,USB-C OTG,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,3.5mm Headphone Bottom facing,TRUE,Single Mono Front facing,FALSE,❌,Dedicated Buttons,82 mm x 130 mm x ? mm,187,Plastic,"White, Transparent Black, Transparent Purple",https://www.youtube.com/watch?v=6tXRtTTP07g https://www.youtube.com/watch?v=ZWFf7bMfo1U https://www.youtube.com/watch?v=w41YLvNqZE4 https://www.youtube.com/watch?v=G46JO6Ljvh0 https://www.youtube.com/watch?v=myeSuR5mNCc https://www.youtube.com/watch?v=1JazW_Rf0Ko,40,,"SNES FX & 3D PS1 (60 FPS), 2D PSP mostly playable but 3D PSP needs frameskip, N64 & Dreamcast mostly playable for easier to emulate games"
bh90ig2v,image_83eab2eaa5e62,Lenovo Legion Go,Lenovo,2023-10-01,Horizontal,Windows 11,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,AMD Ryzen Z1 /  AMD Ryzen Z1 Extreme,AMD Zen 4,6 Cores / 8 Cores,12 Threads / 16 Threads,3.3 GHz - 5.1 GHz,x86-64,AMD Radeon 780M,,2.7 GHz,16 GB LPDDR5X (7500 MT/s),8.8,IPS Touchscreen,2560 x 1600,343.05,16:10,Tempered Glass (OCA Laminated),49.2 Wh,Heatsink Fan Ventilation cutouts,TRUE,Cross Lower placement,Dual thumbsticks (L3/R3 / Hall) Left: Upper placement Right: Lower placement,TRUE,TRUE,TRUE,TRUE,4 Buttons,"L1, R1, L2, R2 Vertical Analog Triggers",TRUE,TRUE,TRUE,"M1/M2/M3/M4 on sides and back, scroll wheel, trackpad",USB-C x2 Top & Bottom facing,"Internal 256 GB / 512 GB / 1 TB M.2 2242 NVMe SSD, External MicroSD",FALSE,"WiFi 6E, Bluetooth 5.2",FALSE,FALSE,FALSE,TRUE,TRUE,USB-C video out Top & Bottom facing,TRUE,3.5mm Headphone Top facing,TRUE,Dual Stereo Top facing,TRUE,"Gyroscope, Hall effect joysticks and triggers",Dedicated Buttons,299 mm x 131 mm x 41 mm,854,Plastic,Shadow Black,https://www.youtube.com/watch?v=21Y3JZwdE9g https://www.youtube.com/watch?v=5uGk-zPFoXg https://www.youtube.com/watch?v=19d3TzN85mw https://www.youtube.com/watch?v=ffL3F07CG8Y https://www.youtube.com/watch?v=TPkK0wIHxHo https://www.youtube.com/watch?v=yFKt4krgnZ8 https://www.youtube.com/watch?v=jwdFvHP79NE https://www.youtube.com/watch?v=3VyDmyUgrtg https://www.youtube.com/watch?v=-LbjLQknlAI https://www.youtube.com/watch?v=nUaBh5aFYRc https://www.youtube.com/watch?v=n-9AdWDCw7c https://www.youtube.com/watch?v=DqoDHlNwa7w https://www.youtube.com/watch?v=nMBxcLk-AXw https://www.youtube.com/watch?v=z0_1oGaLa5o https://www.youtube.com/watch?v=uLnkUFLZwlU https://www.youtube.com/watch?v=igoX3NbiVMM,799,,"Gamecube, Wii, 3DS, PS2 fully playable"
6Ch4Ekkp,image_a4469c518074a,Odin 2,AYN Technologies,2023-10-01,Horizontal,Android 13,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,3,Qualcomm Snapdragon 8 Gen 2,Cortex-X3 / Cortex-A715 / Cortex-A710 / Cortex-A510,8 Cores,8 Threads,2.0 GHz - 3.2 GHz,ARM,Qualcomm Adreno 740,,680 MHz,8 GB / 12 GB / 16 GB LPDDR5X,6,IPS Touchscreen,1920 x 1080,367.15,16:9,Tempered Glass (OCA Laminated),8000 mAh,Heatsink Fan Ventilation cutouts,TRUE,Cross Lower placement,Dual thumbsticks (L3/R3 / Hall) Left: Upper placement Right: Lower placement,TRUE,TRUE,TRUE,TRUE,4 Buttons,"L1, R1, L2, R2 Vertical Analog Triggers",TRUE,TRUE,TRUE,"2 programmable buttons on back, Home, Back, Power/Fingerprint reader, Volume +-",USB-C Bottom facing,"Internal 128 GB / 256 GB / 512 GB UFS4.0, External MicroSD",FALSE,"WiFi 7, Bluetooth 5.3",FALSE,FALSE,FALSE,TRUE,TRUE,Micro HDMI Top facing,TRUE,3.5mm Headphone Bottom facing,TRUE,Dual Stereo Front facing,TRUE,"Fingerprint reader, Gyroscope, Hall effect joysticks and triggers",Dedicated Buttons,225 mm x 98 mm x 17 mm,420,Plastic,"White, Gray, Black, Transparent Purple, Transparent Blue",https://www.youtube.com/watch?v=djG_FGl5yow https://www.youtube.com/watch?v=yzTlhj6lEM0 https://www.youtube.com/watch?v=yNt936tzTpU https://www.youtube.com/watch?v=8T7smkAG4zA https://www.youtube.com/watch?v=M8HhMNbJBc0 https://www.youtube.com/watch?v=5dosYWwtqXg https://www.youtube.com/watch?v=-2vl9mty6H0 https://www.youtube.com/watch?v=q8f19jWUVVE https://www.youtube.com/watch?v=xrrjPQE9vRs https://www.youtube.com/watch?v=O2TK99yTqzk https://www.youtube.com/watch?v=H55eDnDBEy4 https://www.youtube.com/watch?v=_tS8E226ikc https://www.youtube.com/watch?v=LuXb49uo1K4 https://www.youtube.com/watch?v=wNK9n8JTsmY https://www.youtube.com/watch?v=KxLIghGOhSw https://www.youtube.com/watch?v=0EOBvKSHKjY https://www.youtube.com/watch?v=lCqZZf2gH74 https://www.youtube.com/watch?v=j1MLLaTnpBg https://www.youtube.com/watch?v=9DF7uwZVoNM https://www.youtube.com/watch?v=xvMAf5D8sFM,299,449,"Gamecube, Wii, 3DS, PS2, Wii U all fully playable, most Switch fully playable"
3rVYp5HC,image_6407768756978,AYANEO Kun,AYANEO,2023-10-01,Horizontal,Windows 11 / SteamOS,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,AMD Ryzen 7 7840U,AMD Zen 4,8 Cores,16 Threads,3.3 GHz - 5.1 GHz,x86-64,AMD Radeon 780M,,2.7 GHz,16 GB / 32 GB LPDDR5X,8.4,IPS Touchscreen,2560 x 1600,359.39,16:10,Tempered Glass (OCA Laminated),75 Wh (19500 mAh),Heatsink Fan Ventilation cutouts,TRUE,Disc Lower placement,Dual thumbsticks (L3/R3 / Hall) Left: Upper placement Right: Lower placement,TRUE,TRUE,TRUE,TRUE,4 Buttons,"L1, R1, L2, R2 Vertical Analog Triggers",TRUE,TRUE,TRUE,"Dual trackpads, Four programmable back buttons, Fingerprint reader/power, Volume +-",USB-C x2 Top & Bottom facing,"Internal 512 GB / 1 TB / 2 TB M.2 2280 SSD, External MicroSD",FALSE,"WiFi 6E, Bluetooth 5.2, 4G LTE (optional)",TRUE,FALSE,FALSE,TRUE,TRUE,USB-C video out Top & Bottom facing,TRUE,3.5mm Headphone Bottom facing,TRUE,Dual Stereo Bottom facing,TRUE,"Dual trackpads, front facing camera, fingerprint reader",Dedicated Buttons,312.4 mm x 132.5 mm x 21.9 mm,950,Plastic,"Silver, Black & White",https://www.youtube.com/watch?v=yJw6W1xl-2c https://www.youtube.com/watch?v=wUAaeu_yuqg https://www.youtube.com/watch?v=7pSGPpXVFD4 https://www.youtube.com/watch?v=fz7bQTWmpP4&pp=ygUKYXlhbmVvIGt1bg%3D%3D https://www.youtube.com/watch?v=JXF-E-x_U1U https://www.youtube.com/watch?v=9O_2hGMGyu8 https://www.youtube.com/watch?v=ou77OwgGbBQ https://www.youtube.com/watch?v=lYYDGajlQ0I,999,1949,"Gamecube, Wii, 3DS, PS2 almost all full speed. Wii U & Switch mostly playable"
U6UZ182g,image_f5b7ee6becc9,M17,SJGAM,2023-09-01,Horizontal,"Linux (EmuELEC), MinUI",5,5,5,4,4,4,3,2,1,2,1,1,1,1,1,1,1,1,RockChip RK3126C,Cortex-A7,4 Cores,4 Threads,1.2 GHz,ARM,Mali-400 MP2,2 Cores,500 MHz,256 MB LPDDR3,4.3,IPS,480 x 272,128.3,16:9,Plastic,1500 mAh,,FALSE,Cross Lower placement,Dual thumbsticks (No L3/R3) Left: Upper placement Right: Lower placement,TRUE,FALSE,TRUE,TRUE,4 Buttons,"L1, R1, L2, R2 Vertical",FALSE,TRUE,TRUE,Volume +-,USB-C Top facing,Internal 4 GB eMMC & External MicroSD,FALSE,❌,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,3.5mm Headphone Top facing,TRUE,Single Mono Rear facing,FALSE,❌,Dedicated Buttons,,,Plastic,Silver,https://www.youtube.com/watch?v=rrKcmujwmVA https://www.youtube.com/watch?v=7g12gD058Q4 https://www.youtube.com/watch?v=EjEVpiF5L9s https://www.youtube.com/watch?v=oAo0YUCBhyw https://www.youtube.com/watch?v=8Mw-nLpGLeQ,35,,"Most SNES runs at 60 FPS but lags with FX & Mode 7 games, most 2D PS1 runs fine (not all at full 60 FPS) but lags with 3D games"
ZVOUalkM,image_e7e480eca8a1c,AYANEO Pocket Air,AYANEO,2023-09-01,Horizontal,Android 12,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,1,MediaTek Dimensity 1200,Cortex-A78 / Cortex-A55,8 Cores,8 Threads,2.0 GHz - 3.0 GHz,ARM,Mali-G77 MC9,9 Cores,850 MHz,6 GB / 8 GB / 12 GB,5.5,AMOLED Touchscreen,1920 x 1080,400.53,16:9,Tempered Glass (OCA Laminated),7350 mAh,Heatpipe Heatsink Fan Ventilation cutouts,TRUE,Cross Lower placement,Dual thumbsticks (L3/R3 / Hall) Left: Upper placement Right: Lower placement,TRUE,TRUE,TRUE,TRUE,4 Buttons,"L1, R1, L2, R2 Vertical Analog Triggers",TRUE,TRUE,TRUE,"Windows, Menu, Aya Space, Task Manager, Fingerprint reader / Power, Volume +-, 2 Function Buttons on top",USB-C x2 Top: 1 Bottom: 1,Internal 128 GB / 256 GB / 512 GB & External MicroSD,FALSE,"WiFi 6, Bluetooth 5.2, 4G, USB-C OTG",FALSE,TRUE,FALSE,TRUE,TRUE,USB-C video out Bottom facing,TRUE,3.5mm Headphone Bottom facing,TRUE,Dual Stereo Bottom facing,TRUE,"Fingerprint reader, Gyroscope, Hall sensor sticks & triggers, Dual Microphone",Dedicated Buttons,224 mm x 89.5 mm x 18 - 26.7 mm,380,Plastic,Retro White,https://www.youtube.com/watch?v=kXOMRsQm7Dc https://www.youtube.com/watch?v=TgvXNXGNUnM https://www.youtube.com/watch?v=93OMHIupqTw https://www.youtube.com/watch?v=0WqxffKxUL8 https://www.youtube.com/watch?v=oW_ClEoEoRw https://www.youtube.com/watch?v=TxNR5vtZmcQ https://www.youtube.com/watch?v=9ukoJLdQ9J8&pp=wgIGCgQQAhgB https://www.youtube.com/watch?v=CPmYVdd-aGY,279,519,"Gamecube, Wii, PS2 playable"
